datetime,open,high,low,close,volume,closetimeStamp,quote_asset_volume,number_of_trades,tbb_asset_volume,tbq_asset_volume,ignored,macd,macd_signal,macd_delta,rsi,sma_21,sma_51,ema,cci,score,sma_score,rsi_score,cci_score,macd_score
2021-04-28 19:42:00,0.30467,0.30679,0.30451,0.30557,9094013.6,1619628299999,2780763.309671,3259,5182557.5,1584914.68304,0,-0.0006448497723197111,-0.0007861777273091273,0.00014132795498941622,43.88274756081138,0.3055422222222222,0.3055422222222222,0.305670621253051,-2.55764578087392,11,10,7,8,-15
2021-04-28 19:45:00,0.30557,0.3065,0.3047,0.30633,6634128.3,1619628479999,2027190.393155,2860,3749080.5,1145468.944308,0,-0.0005503724737810356,-0.000739016676603509,0.0001886442028224734,45.79342255789059,0.30558368421052634,0.30558368421052634,0.30580249700244083,9.107984127719874,32,11,7,6,8
2021-04-28 19:48:00,0.30628,0.30798,0.30612,0.30663,10143559.4,1619628659999,3114919.169142,4103,4655853.6,1429795.816666,0,-0.00044614812337279153,-0.0006804429659573656,0.00023429484258457407,46.56680430148647,0.305636,0.305636,0.3059679976019527,65.45267777933556,34,11,6,8,7
2021-04-28 19:51:00,0.30669,0.30774,0.30632,0.307,6626952.5,1619628839999,2034204.991855,3050,3958950.4,1215140.70578,0,-0.00032989089016555173,-0.0006103325507990029,0.00028044166063345114,47.56052742658093,0.30570095238095235,0.30570095238095235,0.30617439808156216,82.81392271975038,33,12,6,6,8
2021-04-28 19:54:00,0.30709,0.30745,0.30606,0.30686,7536894.0,1619629019999,2313331.079686,3029,3141014.2,963931.732162,0,-0.0002462148141181286,-0.000537509003462828,0.0002912941893446994,47.20281572409266,0.3056004761904762,0.3057536363636364,0.30631151846524973,69.4753745701376,-19,-13,-3,-8,6
2021-04-28 19:57:00,0.30687,0.31284,0.30684,0.31228,34709291.1,1619629199999,10781886.186028,14256,21336876.4,6625611.996178,0,0.0002545139043135247,-0.0003791044219075575,0.0006336183262210822,59.80651613994701,0.30592238095238095,0.3060373913043478,0.3075052147721998,239.44039540923052,40,18,9,-2,14
2021-04-28 20:00:00,0.31228,0.31498,0.31054,0.31387,31995836.3,1619629379999,10003194.926636,12097,14762439.2,4616776.20768,0,0.0007707598927791937,-0.0001491315589702073,0.000919891451749401,62.625214119982786,0.30630666666666667,0.30636375,0.3087781718177598,297.3920527091728,37,19,7,-3,14
2021-04-28 20:03:00,0.31398,0.315,0.30945,0.31119,34281836.8,1619629559999,10697758.231017,10726,16863551.7,5262311.505599,0,0.000952653360747624,7.122542497335895e-05,0.000881427935774265,55.55347145573515,0.30638714285714286,0.3065568,0.30926053745420784,192.35480489499673,-38,-7,-7,-12,-12
2021-04-28 20:06:00,0.31118,0.31319,0.31066,0.31176,18787499.0,1619629739999,5862138.601819,6254,9015474.7,2813102.32501,0,0.0011297761249879357,0.0002829355649762743,0.0008468405600116614,56.674069521173664,0.3067614285714286,0.3067569230769231,0.3097604299633663,162.61481608941014,-22,-6,6,-10,-12
2021-04-28 20:09:00,0.31173,0.314,0.31106,0.31203,18568849.5,1619629919999,5804454.374617,6072,9825860.9,3071091.11314,0,0.0012772110414157045,0.0004817906602641604,0.0007954203811515442,57.2242225713821,0.30724523809523807,0.30695222222222224,0.31021434397069303,144.56140350877052,-19,-5,6,-8,-11
2021-04-28 20:12:00,0.31204,0.313,0.3109,0.31092,13238124.8,1619630099999,4132334.992333,4802,6197413.6,1935417.245691,0,0.0012896206079455186,0.0006433566498004321,0.0006462639581450865,54.178392701406544,0.30768523809523807,0.3070939285714286,0.31035547517655443,102.695427528768,-28,-5,-5,-10,-6
2021-04-28 20:15:00,0.31098,0.31188,0.30867,0.30867,19232796.3,1619630279999,5968234.814177,6134,6777198.1,2104390.43411,0,0.0011051594921731578,0.0007357172182749773,0.0003694422738981805,48.53866901951009,0.30788333333333334,0.30714827586206894,0.31001838014124355,45.84086061351977,-30,-7,-6,-11,-5
2021-04-28 20:18:00,0.30883,0.31025,0.3082,0.30872,11948433.6,1619630459999,3694912.791983,4481,5835856.4,1805115.279409,0,0.0009520328687940283,0.0007789803483787875,0.00017305252041524078,48.66654952263793,0.3079942857142857,0.3072006666666667,0.3097587041129949,23.971083909881703,-20,-10,5,-9,-6
2021-04-28 20:21:00,0.30872,0.31,0.30854,0.30944,9403804.5,1619630639999,2907495.342462,3574,5187531.3,1603827.391581,0,0.0008786483875847795,0.0007989139562199858,7.973443136479364e-05,50.571348965958094,0.3081466666666667,0.30727290322580647,0.3096949632903959,27.033713424645608,24,21,7,5,-9
2021-04-28 20:24:00,0.30943,0.30963,0.30658,0.30702,16083838.3,1619630819999,4960701.914167,5137,6042174.0,1864267.839375,0,0.000618091903588025,0.0007627495456935938,-0.00014465764210556877,44.58326086634597,0.3082114285714286,0.307265,0.30915997063231676,-20.228079749949565,-36,-12,-6,-11,-5
2021-04-28 20:27:00,0.30715,0.3081,0.30655,0.30736,13345490.4,1619630999999,4099232.948962,4629,6586038.8,2022973.886771,0,0.00043403093289440253,0.0006970058231337556,-0.00026297489023935307,45.55861216188802,0.3083257142857143,0.30726787878787876,0.30879997650585345,-37.14186404488816,-20,-10,6,-8,-8
2021-04-28 20:30:00,0.30736,0.30924,0.30655,0.30699,14782512.3,1619631179999,4551097.557203,4367,7651621.9,2356818.769247,0,0.00025536172869966567,0.0006086770042469376,-0.00035331527554727194,44.63788449699669,0.3083909523809524,0.30725970588235296,0.30843798120468274,-34.35011332210537,6,12,-4,8,-9
2021-04-28 20:33:00,0.30714,0.30714,0.3053,0.30686,14992452.7,1619631359999,4590444.506985,6084,5969925.8,1828165.383916,0,0.00010209825841955844,0.0005073612550814618,-0.0004052629966619034,44.299132209124515,0.30848476190476193,0.30724828571428575,0.3081223849637462,-69.61242352162984,-35,-11,-3,-10,-10
2021-04-28 20:36:00,0.30687,0.30758,0.30645,0.30713,8870651.5,1619631539999,2724151.111411,3522,4175847.3,1282501.075313,0,2.3949895855968073e-06,0.00040636800198228884,-0.00040397301239669203,45.2288172595403,0.30848476190476193,0.307245,0.307923907970997,-49.92204504407098,41,9,6,9,15
2021-04-28 20:39:00,0.30712,0.30712,0.3051,0.3054,10661109.3,1619631719999,3260984.399696,3895,4072615.6,1245646.966802,0,-0.00021375309841348278,0.00028234378190313453,-0.0004960968803166173,40.557763102035096,0.30841380952380953,0.30719513513513513,0.30741912637679764,-87.83710097060039,-44,-17,-6,-10,-9
2021-04-28 20:42:00,0.30564,0.3087,0.30537,0.30843,11626619.3,1619631899999,3568123.74229,4400,6731656.8,2066847.448577,0,-0.00013895455655055233,0.00019808411421239717,-0.00033703867076294953,50.249065089848166,0.30859333333333333,0.30722763157894734,0.30762130110143815,-41.72242181438844,59,16,9,10,22
2021-04-28 20:45:00,0.30842,0.30941,0.30706,0.30918,11029639.7,1619632079999,3400507.92772,4343,5470984.8,1686616.528884,0,-1.8939122822525523e-05,0.00015467946680541264,-0.00017361858962793817,52.321188978374565,0.3087652380952381,0.3072776923076923,0.30793304088115053,-12.810455262542453,61,21,7,9,22
2021-04-28 20:48:00,0.30919,0.30928,0.30759,0.309,11760500.9,1619632259999,3627858.972729,3918,5253856.5,1620644.18884,0,6.094691924718454e-05,0.00013593295729376703,-7.498603804658249e-05,51.76395467402525,0.308892380952381,0.30732075000000003,0.3081464327049204,-13.785507558685204,0,-9,-3,-7,21
2021-04-28 20:51:00,0.30897,0.309,0.30782,0.30853,8734929.6,1619632439999,2694719.00481,3419,3882887.7,1197896.121435,0,8.534826936734685e-05,0.000125816019708483,-4.046775034113615e-05,50.258795761668296,0.30898285714285717,0.30735024390243904,0.30822314616393637,-23.360955247544478,-6,-11,-4,-8,17
2021-04-28 20:54:00,0.30855,0.31021,0.30854,0.30922,12048906.1,1619632619999,3729306.289023,4502,6136540.5,1899362.642659,0,0.00015853624146300316,0.00013236006405938704,2.6176177403616118e-05,52.4449820800858,0.30908857142857143,0.3073947619047619,0.3084225169311491,4.615143929912658,43,19,7,7,9
2021-04-28 20:57:00,0.30917,0.30965,0.30761,0.3082,9787962.5,1619632799999,3020752.401477,3335,5390057.4,1663648.126631,0,0.00013270304305978975,0.0001324286598594676,2.743832003221456e-07,49.01541482762599,0.30915238095238096,0.30741348837209304,0.3083780135449193,-24.71385379548822,-41,-13,-5,-9,-13
2021-04-28 21:00:00,0.3082,0.3082,0.30615,0.30769,10614256.5,1619632979999,3260581.641242,3475,5029222.9,1545074.94439,0,7.02673116264596e-05,0.00011999639021286601,-4.972907858640641e-05,47.34819266012969,0.3089338095238095,0.3074197727272727,0.30824041083593545,-66.24803530407435,-49,-22,-4,-10,-11
2021-04-28 21:03:00,0.30768,0.3078,0.30617,0.30639,6790990.9,1619633159999,2083095.488937,2801,3077359.6,944017.655695,0,-8.315404276304506e-05,7.93663036176838e-05,-0.00016252034638072885,43.30472530478712,0.30857761904761905,0.3073968888888889,0.30787032866874836,-87.33376180352754,-48,-24,-6,-9,-8
2021-04-28 21:06:00,0.30633,0.3075,0.306,0.30722,7956609.9,1619633339999,2438007.63752,2964,3508326.0,1075251.421153,0,-0.00013619750796545205,3.6253541301056624e-05,-0.00017245104926650868,46.44911668745005,0.30838857142857146,0.30739304347826085,0.3077402629349987,-74.71724997773369,6,4,8,8,-14
2021-04-28 21:09:00,0.30713,0.30761,0.30683,0.30739,6291381.5,1619633519999,1932653.311137,2870,3433348.1,1054923.18992,0,-0.0001626424165090401,-3.525650260962722e-06,-0.00015911676624807738,47.09630586272384,0.3081804761904762,0.30739297872340426,0.30767021034799896,-48.191270780150795,34,2,6,9,16
2021-04-28 21:12:00,0.30741,0.30746,0.30572,0.30717,7587744.9,1619633699999,2326186.554235,3246,3235885.8,992343.834587,0,-0.00019905774466699722,-4.263206914216962e-05,-0.0001564256755248276,46.31619571164528,0.3079490476190476,0.3073883333333333,0.30757016827839917,-75.3371020238323,-20,-23,-3,-9,15
2021-04-28 21:15:00,0.30723,0.30727,0.306,0.30667,6188614.9,1619633879999,1896232.66888,3007,4076818.8,1249108.699767,0,-0.0002652058479854502,-8.714682491082573e-05,-0.00017805902307462448,44.511622453191904,0.30774666666666667,0.30737367346938776,0.30739013462271936,-80.76964161725992,-48,-22,-4,-7,-14
2021-04-28 21:18:00,0.30668,0.30681,0.30548,0.30577,11879398.1,1619634059999,3634741.584344,3672,3555462.0,1088215.748292,0,-0.0003858038679872555,-0.0001468782335261117,-0.00023892563446114383,41.38589453255622,0.30760857142857145,0.3073416,0.3070661076981755,-122.47088942108807,-46,-19,-5,-10,-10
2021-04-28 21:21:00,0.30578,0.30727,0.30567,0.30651,7582180.6,1619634239999,2323620.259355,3661,4796258.7,1469667.620269,0,-0.00041686153188630337,-0.00020087489319815005,-0.00021598663868815332,44.81717018612997,0.3075033333333333,0.3073252941176471,0.30695488615854044,-79.23250564333964,41,6,8,10,16
2021-04-28 21:24:00,0.30654,0.30657,0.305,0.30533,8967353.8,1619634419999,2739134.736945,3619,4012743.1,1225690.471439,0,-0.0005305749548056293,-0.0002668149055196459,-0.0002637600492859834,40.72332283029368,0.30730761904761905,0.30725392156862746,0.30662990892683234,-136.3025210084075,-50,-21,-6,-11,-11
2021-04-28 21:27:00,0.30531,0.30548,0.30212,0.3029,20117748.3,1619634599999,6110730.178358,7319,8016788.2,2434411.636901,0,-0.0008074663835337947,-0.00037494520112247567,-0.00043252118241131907,33.863301563179704,0.30711142857142854,0.30720254901960786,0.3058839271414659,-248.02074089541807,-47,-21,-7,-12,-6
2021-04-28 21:30:00,0.30288,0.304,0.30124,0.30193,14647603.2,1619634779999,4429812.573626,6171,6400089.7,1936051.198539,0,-0.001092581133864623,-0.0005184723876709052,-0.0005741087461937177,31.57665756144515,0.30685285714285715,0.30712666666666666,0.3050931417131727,-256.2167392356095,-43,-23,-4,-8,-7
2021-04-28 21:33:00,0.30193,0.30327,0.30028,0.30275,16997117.3,1619634959999,5128982.852934,6179,8699245.1,2626093.234627,0,-0.0012380974637948294,-0.00066239740289569,-0.0005757000608991394,35.539353214506775,0.30665095238095236,0.3069943137254902,0.3046245133705382,-212.03528670447352,4,3,8,8,-15
2021-04-28 21:36:00,0.30277,0.30541,0.3018,0.30374,12019819.5,1619635139999,3651021.655563,5406,5856628.6,1779560.136077,0,-0.0012590222526143724,-0.0007817223728394265,-0.00047729987977494586,40.053312608570806,0.30650238095238097,0.3069911764705882,0.30444761069643056,-117.10920385636784,44,5,9,9,20
2021-04-28 21:39:00,0.30378,0.30538,0.3031,0.30451,10226512.5,1619635319999,3110968.181684,3469,5595836.6,1702146.040856,0,-0.0011996439845656237,-0.000865306695184666,-0.00033433728938095776,43.374658002281535,0.306377619047619,0.3070429411764706,0.30446008855714446,-79.96391807280209,46,5,8,10,22
2021-04-28 21:42:00,0.30452,0.3065,0.30442,0.30559,8697151.3,1619635499999,2656722.13519,3999,4650441.8,1420885.202375,0,-0.0010532975468116046,-0.0009029048655100538,-0.00015039268130155083,47.74759155735049,0.3063866666666667,0.30711960784313724,0.3046860708457156,-29.231522659891493,54,10,9,10,23
2021-04-28 21:45:00,0.30559,0.30559,0.30368,0.30525,8825991.4,1619635679999,2688429.209565,3401,4878402.2,1486331.498206,0,-0.0009537577731090763,-0.0009130754470298583,-4.068232607921799e-05,46.52936240833065,0.3062352380952381,0.3071341176470588,0.30479885667657247,-48.99309899511664,-12,-20,-4,-9,21
2021-04-28 21:48:00,0.30524,0.30524,0.30353,0.30467,6383714.6,1619635859999,1943834.8085,2520,2925380.8,891101.454877,0,-0.0009111695427368449,-0.0009126942661712557,1.5247234344108272e-06,44.44609560873937,0.3060204761904762,0.3071003921568628,0.30477308534125797,-56.26623031350784,-27,-22,-4,-7,7
2021-04-28 21:51:00,0.30467,0.30787,0.30371,0.30697,13832796.6,1619636039999,4229255.776392,4725,8186466.5,2503218.139543,0,-0.0006839432136106494,-0.0008669440556591344,0.0001830008420484851,53.36332427185305,0.3059238095238095,0.30711470588235296,0.3052124682730064,19.76225255997596,39,6,9,9,13
2021-04-28 21:54:00,0.30704,0.30848,0.30647,0.30721,9592733.2,1619636219999,2949767.833574,4411,4838370.0,1487920.231687,0,-0.00047897736357033205,-0.000789350717241374,0.00031037335367104196,54.18964203865491,0.30586095238095234,0.3071450980392157,0.30561197461840517,81.56606851549617,34,7,6,9,11
2021-04-28 21:57:00,0.30724,0.3088,0.30646,0.30832,9752760.6,1619636399999,3002771.854806,3701,5319006.0,1637773.284671,0,-0.0002243861435835548,-0.0006763578025098102,0.00045197165892625537,57.90457376156205,0.3058180952380952,0.30721098039215683,0.3061535796947241,106.98807377178886,23,8,8,-5,11
2021-04-28 22:00:00,0.30829,0.30848,0.30618,0.307,9168478.9,1619636579999,2816217.543598,3411,3840006.6,1178791.375037,0,-0.00012766212628806395,-0.0005666186672654609,0.000438956540977397,52.45673730552357,0.3057609523809524,0.30723803921568626,0.30632286375577933,77.19782836460526,-43,-12,-6,-10,-14
2021-04-28 22:03:00,0.307,0.30812,0.30675,0.30705,4951571.4,1619636759999,1522161.533982,2478,2725336.8,837832.583165,0,-4.6437758021988795e-05,-0.0004625824854167665,0.00041614472739477773,52.63850527227578,0.3057304761904762,0.3072803921568627,0.30646829100462347,78.91443766619827,7,9,6,5,-13
2021-04-28 22:06:00,0.30705,0.30707,0.30355,0.30473,27880395.5,1619636939999,8506972.12258,4780,19078362.2,5819508.709306,0,-0.00016734245230898281,-0.0004035344787952098,0.00023619202648622698,44.19530376754554,0.3056514285714286,0.30723333333333336,0.3061206328036988,-20.074209872550703,-44,-18,-7,-12,-6
2021-04-28 22:09:00,0.30471,0.30785,0.30414,0.30687,19452341.6,1619637119999,5954481.275241,5002,12574947.5,3849188.017092,0,-8.944906518554285e-05,-0.00034071739607327643,0.0002512683308877336,51.864952628123504,0.3056347619047619,0.3072329411764706,0.30627050624295904,39.593841690565746,34,9,9,8,6
2021-04-28 22:12:00,0.30686,0.30709,0.30591,0.30653,5505926.3,1619637299999,1687516.262856,2469,2389877.0,732583.76928,0,-5.452462723776197e-05,-0.0002834788423061736,0.0002289542150684116,50.673342698597246,0.3055938095238095,0.3072696078431372,0.30632240499436725,51.733306743776126,-2,8,-4,6,-13
2021-04-28 22:15:00,0.30654,0.30693,0.30535,0.30618,6162898.0,1619637479999,1886547.776192,2568,2692682.7,824336.058,0,-5.446104050099709e-05,-0.00023767528194513831,0.00018321424144414122,49.41473492825653,0.3055466666666667,0.307281568627451,0.3062939239954938,35.70826164693156,-36,-11,-4,-8,-11
2021-04-28 22:18:00,0.30617,0.309,0.30577,0.30779,15274237.3,1619637659999,4698532.742516,4629,8504199.8,2616092.503162,0,7.464246523863904e-05,-0.00017521173250838288,0.0002498541977470219,54.956924831955725,0.3056,0.3073101960784314,0.3065931391963951,96.53150323006886,38,11,9,8,9
2021-04-28 22:21:00,0.30775,0.30946,0.30761,0.30867,10850522.0,1619637839999,3348374.390469,4099,5154010.3,1590527.736737,0,0.0002451407393623817,-9.114123813422996e-05,0.00033628197749661166,57.68580777574914,0.3057380952380952,0.3073501960784314,0.3070085113571161,133.55951371218694,29,16,7,-4,10
2021-04-28 22:24:00,0.30869,0.30968,0.30803,0.30846,10584391.3,1619638019999,3269840.60692,3912,6036349.3,1865260.467225,0,0.000359176244851267,-1.077741537130572e-06,0.00036025398638839755,56.80143074381064,0.3058309523809524,0.30737882352941176,0.3072988090856929,121.58289241622647,-11,-6,-3,-8,7
2021-04-28 22:27:00,0.30841,0.30974,0.30817,0.30952,6313025.0,1619638199999,1952095.599585,3143,3290097.9,1017402.980768,0,0.000528985529837156,0.00010493491273772674,0.0004240506170994292,60.12454576673984,0.3060304761904762,0.3074309803921568,0.30774304726855434,127.47533291933966,28,17,8,-6,8
2021-04-28 22:30:00,0.30952,0.3097,0.30816,0.30856,4591023.3,1619638379999,1417643.99449,2633,2339944.8,722599.608318,0,0.0005794174707252631,0.00019983142433523403,0.00037958604639002903,55.928329081732976,0.3063,0.3073580392156863,0.3079064378148435,106.16688586877046,-29,-1,-6,-9,-11
2021-04-28 22:33:00,0.30851,0.31087,0.3082,0.31074,9771294.7,1619638559999,3026002.852485,4985,6562610.4,2032942.941107,0,0.000786229760928514,0.00031711109165389006,0.000469118669274624,62.3537017355114,0.30671952380952383,0.30729666666666666,0.30847315025187483,143.15702042511768,33,19,9,-4,10
2021-04-28 22:36:00,0.31079,0.31147,0.3095,0.30987,13669863.5,1619638739999,4246699.942557,6172,5508281.2,1712253.955355,0,0.0008699005893108014,0.0004276689911852724,0.000442231598125529,58.67703387601537,0.30705857142857146,0.30727078431372545,0.3087525202014999,145.10656143962746,-27,-1,-5,-7,-13
2021-04-28 22:39:00,0.30992,0.30994,0.30851,0.30917,8420206.9,1619638919999,2603107.098481,4068,3748761.5,1159067.365593,0,0.0008697008042620746,0.0005160753538006328,0.0003536254504614418,55.82481455660844,0.30731714285714284,0.30722,0.30883601616119993,88.80641685621825,-33,-7,-5,-11,-9
2021-04-28 22:42:00,0.30916,0.31056,0.3091,0.31002,6448140.4,1619639099999,1997724.511362,2927,3424573.6,1061062.708577,0,0.0009274394250442519,0.0005983481680493567,0.0003290912569948952,58.465000667118105,0.3075795238095238,0.3071805882352941,0.30907281292895994,108.3498619375418,11,23,7,-5,-13
2021-04-28 22:45:00,0.31002,0.31002,0.30701,0.30835,11331155.7,1619639279999,3497725.91358,4312,3766439.9,1162764.869751,0,0.0008288877527221072,0.0006444560849839069,0.00018443166773820033,51.90173122371772,0.30771095238095236,0.3071301960784314,0.30892825034316795,35.287270308472735,-34,-8,-7,-11,-7
2021-04-28 22:48:00,0.30835,0.30875,0.30749,0.30791,6305878.3,1619639459999,1942702.260089,3036,3285889.6,1012433.444591,0,0.0007071291746609254,0.0006569907029193106,5.0138471741614766e-05,50.299558489813435,0.307837619047619,0.3071152941176471,0.3087246002745344,6.731813246471922,-32,-9,-4,-9,-7
2021-04-28 22:51:00,0.30792,0.30939,0.30786,0.30877,4335103.0,1619639639999,1338575.90449,2506,2592650.5,800517.973256,0,0.0006722798137906438,0.0006600485250935773,1.2231288697066496e-05,53.331899731604246,0.30803285714285716,0.3071162745098039,0.30873368021962755,36.941786283892434,25,22,8,7,-12
2021-04-28 22:54:00,0.30878,0.311,0.3086,0.31087,5771107.9,1619639819999,1788629.479084,3038,3871414.3,1199894.532632,0,0.0008048362425812638,0.0006890060685911146,0.00011583017399014925,59.784270356464994,0.30821857142857145,0.30714431372549017,0.30916094417570206,111.5928637429797,39,22,9,-3,11
2021-04-28 22:57:00,0.31084,0.31088,0.30959,0.3099,7456893.7,1619639999999,2313586.27784,3216,3920765.3,1216515.195777,0,0.0008221401541114726,0.0007156328856951861,0.00010650726841628642,55.93714280661312,0.30834666666666666,0.3072007843137255,0.3093087553405617,98.46554248224159,-38,-9,-5,-8,-14
2021-04-28 23:00:00,0.30967,0.3104,0.30836,0.30927,7924153.9,1619640179999,2450418.267226,3570,3312744.3,1024713.702481,0,0.0007760718209330331,0.0007277206727427556,4.835114819027751e-05,53.527885214065094,0.3083919047619047,0.30723823529411765,0.3093010042724494,51.86848331868854,-40,-13,-5,-11,-10
2021-04-28 23:03:00,0.30937,0.30975,0.30813,0.30906,11020818.3,1619640359999,3404323.116271,3505,5760763.8,1779698.754457,0,0.0007143821374349657,0.0007250529656811977,-1.0670828246231966e-05,52.712874930538966,0.30849000000000004,0.30727882352941177,0.3092528034179595,28.27679438563586,-34,-10,-3,-9,-10
2021-04-28 23:06:00,0.30901,0.30999,0.3077,0.30847,12821903.4,1619640539999,3960596.301758,4400,5463964.3,1689054.588745,0,0.0006108431302790929,0.0007022109986007767,-9.136786832168384e-05,50.39143664095634,0.308557619047619,0.30731039215686273,0.30909624273436764,3.0967242463808984,-37,-12,-5,-9,-10
2021-04-28 23:09:00,0.30847,0.30896,0.30736,0.3074,12198727.5,1619640719999,3758489.347251,3837,6401871.8,1972665.384299,0,0.00043740552489740514,0.0006492499038601024,-0.00021184437896269726,46.40046008537399,0.3086847619047619,0.3073156862745098,0.30875699418749414,-68.5170286940226,-35,-9,-5,-11,-8
2021-04-28 23:12:00,0.3074,0.30799,0.3051,0.30539,18192572.5,1619640899999,5577993.564872,5677,6956046.7,2133447.927804,0,0.00013619480244853044,0.000546638883577788,-0.00041044408112925754,39.992777800199,0.30861428571428573,0.30731549019607846,0.30808359534999535,-203.3353030004633,-43,-17,-6,-12,-6
